t, ch0, ch1, ch2, ch3, ch4, ch5, ch6, ch7, x, y
1486636464.6232607, -72, 24, -3, -25, -184, -10, 9, -73, 1439, 523
1486636464.6236153, -76, 14, 10, -11, 5, -6, 1, -69, 1439, 523
1486636464.6246927, 53, -27, 30, 14, 222, 3, 1, -45, 1439, 523
1486636464.6307638, 117, -23, 37, 19, 223, 14, 9, -39, 1439, 523
1486636464.6311278, 35, 7, 17, -2, -18, 7, 21, -51, 1439, 523
1486636464.6318576, -81, 32, 5, -24, -170, 2, 15, -68, 1439, 523
1486636464.6456916, -62, 4, 12, -5, 24, 0, 0, -60, 1439, 523
1486636464.6460865, 70, -32, 40, 18, 267, 10, -3, -37, 1439, 523
1486636464.6470218, 122, -18, 37, 13, 210, 7, 2, -40, 1439, 523
1486636464.6475422, 29, 1, 14, 2, 14, -6, 9, -58, 1439, 523
1486636464.6607416, -83, 21, 8, -24, -126, 4, 13, -61, 1439, 523
1486636464.6611462, -36, -7, 24, -5, 66, 4, -4, -60, 1439, 523
1486636464.6621604, 87, -18, 34, 14, 222, 3, 1, -45, 1439, 523
1486636464.6682804, 110, -15, 35, 4, 144, 5, 8, -42, 1439, 523
1486636464.668632, 14, 13, 16, -16, -82, 6, 11, -63, 1439, 523
1486636464.669504, -99, 26, 8, -24, -170, 2, 15, -68, 1439, 523
1486636464.6832747, -24, -4, 24, 3, 106, 1, -2, -49, 1439, 523
1486636464.6836581, 84, -32, 28, 34, 302, 15, 3, -29, 1439, 523
1486636464.6845245, 92, -17, 40, 13, 210, 7, 2, -40, 1439, 523
1486636464.698378, -6, 11, 17, -8, -91, 3, 9, -48, 1439, 523
1486636464.6987817, -111, 16, 15, -20, -83, -2, 4, -56, 1439, 523
1486636464.6995258, -15, -1, 21, -1, 113, 4, -4, -60, 1439, 523
1486636464.706236, 101, -23, 39, 22, 296, -2, -12, -41, 1439, 523
1486636464.7063293, 98, -4, 37, 9, 142, 0, 4, -41, 1439, 523
1486636464.7071443, -24, 21, 21, -14, -126, 2, 11, -63, 1439, 523
1486636464.7206516, -110, 14, 1, -14, -83, -1, 3, -56, 1439, 523
1486636464.7213683, -8, -7, 18, 9, 173, 3, -4, -43, 1439, 523
1486636464.7221348, 116, -32, 34, 22, 305, 5, 0, -34, 1439, 523
1486636464.7357757, 80, -6, 27, -1, 142, 4, 9, -38, 1439, 523
1486636464.7361147, -42, 30, -4, -19, -111, 3, 3, -58, 1439, 523
1486636464.7371132, -85, 22, 14, -15, -29, 6, 1, -52, 1439, 523
1486636464.743324, -1, -10, 25, 9, 221, 14, -6, -44, 1439, 523
1486636464.7436633, 114, -34, 33, 26, 285, 10, -11, -40, 1439, 523
1486636464.7445946, 71, -2, 16, 9, 103, 0, 4, -41, 1439, 523
1486636464.7582612, -59, 17, 13, -17, -151, -1, 6, -63, 1439, 523
1486636464.7586086, -87, 10, 3, -14, -50, 2, -3, -62, 1439, 523
1486636464.7596543, 16, -18, 18, 13, 234, -3, -13, -43, 1439, 523
1486636464.7807121, 124, -24, 35, 26, 271, 2, -11, -44, 1439, 523
1486636464.7810752, 60, 6, 33, 8, 72, 3, 3, -54, 1439, 523
1486636464.781732, -68, 19, 1, -17, -169, -6, -4, -73, 1439, 523
1486636464.782527, -78, 8, 12, -10, 36, -3, -13, -67, 1439, 523
1486636464.7882342, 26, -21, 28, 18, 249, 6, -16, -51, 1439, 523
1486636464.7889287, 125, -24, 39, 21, 262, 5, -12, -48, 1439, 523
1486636464.7957075, 44, 2, 11, 7, 3, 3, 0, -62, 1439, 523
1486636464.7960985, -75, 25, 9, -16, -137, -8, -6, -76, 1439, 523
1486636464.7970998, -65, 9, 26, -6, 44, 2, -3, -62, 1439, 523
1486636464.8107483, 56, -21, 37, 11, 258, 5, -11, -49, 1439, 523
1486636464.8111117, 123, -21, 38, 17, 214, 6, 0, -42, 1439, 523
1486636464.8120677, 22, 0, 24, 0, -32, 5, 10, -54, 1439, 523
1486636464.818262, -88, 29, 9, -22, -134, 1, 2, -71, 1439, 523
1486636464.8186128, -63, 1, 25, -12, 37, 1, -13, -68, 1439, 523
1486636464.8193023, 71, -20, 29, 16, 303, 9, -10, -44, 1439, 523
1486636464.833274, 109, -22, 36, 10, 221, 1, -11, -51, 1439, 523
1486636464.833664, 28, 19, 22, -13, -94, -3, -1, -60, 1439, 523
1486636464.8344264, -83, 28, 12, -18, -142, -8, -6, -76, 1439, 523
1486636464.848253, -39, -9, 12, 3, 71, -2, -10, -57, 1439, 523
1486636464.8485348, 74, -30, 32, 23, 325, 13, -5, -43, 1439, 523
1486636464.849686, 95, -9, 23, 9, 160, 11, 0, -42, 1439, 523
1486636464.863331, 14, 21, 14, -9, -88, 2, 6, -56, 1439, 523
1486636464.8637142, -94, 23, 4, -18, -111, -2, -6, -67, 1439, 523
1486636464.864677, -18, 9, 21, -6, 132, -3, -12, -68, 1439, 523
1486636464.8705947, 104, -26, 31, 16, 313, 7, -13, -42, 1439, 523
1486636464.8712661, 109, -12, 31, 8, 138, 5, -9, -53, 1439, 523
1486636464.8721356, -6, 22, 23, -12, -103, -7, -4, -70, 1439, 523
1486636464.8729835, -83, 28, 12, -18, -142, -8, -6, -66, 1439, 523
1486636464.8858864, -12, 2, 19, -8, 145, -1, -14, -58, 1439, 523
1486636464.886266, 106, -20, 47, 21, 309, 7, -9, -38, 1439, 523
1486636464.8870952, 96, -5, 23, 9, 160, 11, 2, -42, 1439, 523
1486636464.8932867, -26, 22, 20, -18, -106, 0, 4, -63, 1439, 523
1486636464.8936682, -90, 11, 3, -20, -63, -3, -4, -70, 1439, 523
1486636464.8946872, 10, 253, 21, -6, 132, -3, -12, -55, 1439, 523
1486636464.908247, 112, -39, 37, 20, 282, 2, -15, -45, 1439, 523
1486636464.908627, 78, -3, 26, 5, 110, -2, -7, -53, 1439, 523
1486636464.909606, -48, 20, 8, -26, -103, -7, -4, -70, 1439, 523
1486636464.923219, -87, 16, 11, -19, -16, -6, -19, -77, 1439, 523
1486636464.9235382, 14, -9, 30, 4, 230, 4, -15, -49, 1439, 523
1486636464.924616, 124, -31, 35, 22, 273, 10, -9, -38, 1439, 523
1486636464.9306512, 56, -3, 18, 7, 99, 2, 4, -45, 1439, 523
1486636464.9314334, -59, 22, 11, -19, -152, -2, 8, -58, 1439, 523
1486636464.9320633, -73, 9, 18, -10, -63, -3, -4, -70, 1439, 523
1486636464.9459763, 27, -25, 25, 14, 228, 4, -8, -49, 1439, 523
1486636464.9465497, 122, -27, 42, 18, 272, 5, -4, -44, 1439, 523
1486636464.9468653, 47, -3, 28, 2, 27, -2, -7, -53, 1439, 523
1486636464.9607935, -57, 32, 9, -22, -160, 1, 1, -68, 1439, 523
1486636464.9611762, -70, 8, 13, -2, 27, 0, -9, -67, 1439, 523
1486636464.9621515, 50, -25, 33, 15, 22, 4, -15, -49, 1439, 523
1486636464.9682527, 129, -25, 33, 26, 250, 5, -5, -45, 1439, 523
1486636464.9685934, 41, 7, 24, 3, -11, 5, -1, -60, 1439, 523
1486636464.969762, -72, 29, 14, -21, -157, -7, 8, -58, 1439, 523
1486636464.9833202, -60, -2, 13, -15, 45, -8, -21, -72, 1439, 523
1486636464.9837036, 67, -23, 21, 6, 252, 5, -14, -53, 1439, 523
1486636464.9846942, 126, -22, 46, 15, 220, 6, -8, -50, 1439, 523
1486636464.9982882, 36, 12, 22, -11, -56, -1, -6, -65, 1439, 523
1486636464.9986708, -83, 30, 13, -21, -110, -4, -6, -74, 1439, 523
1486636464.9994383, -49, 1, 11, -9, 51, -6, -26, -78, 1439, 523
1486636465.0058107, 79, -27, 36, 9, 301, 8, -18, -57, 1439, 523
1486636465.0062256, 113, -9, 34, 7, 208, 3, -8, -51, 1439, 523
1486636465.0068722, 20, 9, 13, -15, -79, 5, -1, -60, 1439, 523
1486636465.0207624, -93, 34, -1, -23, -115, -4, -11, -68, 1439, 523
1486636465.0211477, -26, 0, 20, -3, 98, -3, -21, -62, 1439, 523
1486636465.0221057, 94, -23, 38, 23, 312, 8, -16, -53, 1439, 523
1486636465.0432947, 112, -14, 27, 15, 173, 12, -9, -46, 1439, 523
1486636465.043684, 2, 13, 8, -9, -83, -3, -13, -67, 1439, 523
1486636465.0444672, -102, 25, 4, -25, -133, -3, -11, -74, 1439, 523
1486636465.0451002, -13, 4, 22, -9, 118, 5, -17, -65, 1439, 523
1486636465.0508778, 95, -31, 30, 24, 308, 6, -18, -47, 1439, 523
1486636465.0512555, 97, -6, 40, 9, 171, 2, -15, -51, 1439, 523
1486636465.0582292, -14, 21, 17, -15, -96, 0, -12, -72, 1439, 523
1486636465.058621, -93, 15, -1, -23, -93, -3, -19, -76, 1439, 523
1486636465.0596275, -6, -7, 23, 5, 150, -3, -23, -64, 1439, 523
1486636465.0734034, 98, -30, 34, 19, 308, 4, -18, -49, 1439, 523
1486636465.073632, 89, -12, 22, 3, 105, -3, -8, -64, 1439, 523
1486636465.0745392, -40, 22, 14, -18, -130, -3, -13, -67, 1439, 523
1486636465.0808425, -94, 14, 18, -7, -69, -9, -15, -77, 1439, 523
1486636465.0812488, -1, -16, 23, 7, 215, -11, -28, -70, 1439, 523
1486636465.082106, 115, -27, 38, 20, 297, -6, -18, -47, 1439, 523
1486636465.0958498, 80, -3, 34, 5, 78, 2, -2, -58, 1354, 786
1486636465.0962353, -39, 27, 12, -9, -137, -5, -8, -74, 1354, 786
1486636465.0970993, -78, 9, 4, -15, -33, -13, -19, -78, 1354, 786
1486636465.1108286, 3, -14, 18, 20, 206, -8, -20, -68, 1354, 786
1486636465.1117196, 126, -25, 42, 21, 279, -4, -19, -56, 1354, 786
1486636465.112108, 56, 1, 31, 13, 70, -6, -13, -64, 1354, 786
1486636465.1184125, -56, 26, 13, -18, -142, -10, -14, -85, 1354, 786
1486636465.1188514, -79, 18, 0, -12, 2, -7, -23, -84, 1354, 786
1486636465.1196606, 36, -24, 25, 10, 225, -2, -25, -61, 1354, 786
1486636465.1200664, 115, -27, 38, 20, 297, -6, -18, -49, 1354, 786
1486636465.1332943, 42, 1, 17, 2, 51, -2, -13, -70, 1354, 786
1486636465.13368, -72, 27, -2, -26, -178, -18, -19, -85, 1354, 786
1486636465.134445, -70, 3, 20, -15, -33, -13, -19, -78, 1354, 786
1486636465.1483421, 66, -19, 29, 19, 255, -5, -30, -60, 1354, 786
1486636465.1487267, 134, -20, 41, 16, 230, -6, -26, -54, 1354, 786
1486636465.149702, 34, 6, 11, -1, -19, -6, -13, -64, 1354, 786
1486636465.1557915, -75, 32, 10, -26, -172, -7, -9, -70, 1354, 786
1486636465.1561382, -58, 11, 23, -3, 40, -10, -16, -62, 1354, 786
1486636465.1571054, 62, -33, 36, 21, 280, -2, -25, -61, 1354, 786
1486636465.1706932, 122, -22, 28, 13, 204, -5, -21, -54, 1354, 786
1486636465.171393, 28, 12, 21, -9, -45, -4, -13, -65, 1354, 786
1486636465.172013, -84, 32, 14, -21, -130, -11, -19, -85, 1354, 786
1486636465.1857727, -34, 3, 22, 2, 83, -16, -36, -76, 1354, 786
1486636465.1861844, 87, -21, 32, 14, 343, -5, -30, -60, 1354, 786
1486636465.1871014, 109, -17, 32, 11, 202, -4, -20, -63, 1354, 786
1486636465.193279, 24, 17, 16, -18, -71, -6, -16, -74, 1354, 786
1486636465.1936522, -102, 27, 12, -13, -118, -14, -24, -81, 1354, 786
1486636465.194515, -35, -13, 17, 5, 132, -8, -27, -62, 1354, 786
1486636465.208193, 84, -24, 31, 18, 332, 0, -26, -49, 1354, 786
1486636465.208528, 113, -9, 33, 7, 163, 1, -21, -51, 1354, 786
1486636465.209361, 1, 27, 24, -19, -92, -4, -13, -65, 1354, 786
1486636465.2232637, -100, 28, 15, -12, -76, -14, -30, -70, 1354, 786
1486636465.2236943, -20, -1, 20, -8, 129, -12, -40, -58, 1354, 786
1486636465.2243795, 96, -24, 41, 15, 309, -7, -30, -60, 1354, 786
1486636465.230756, 93, -5, 31, 7, 144, 0, -26, -53, 1354, 786
1486636465.231123, -29, 21, 17, -16, -75, -12, -24, -69, 1354, 786
1486636465.2318792, -96, 28, 12, -14, -39, -11, -26, -81, 1354, 786
1486636465.2457113, 4, 3, 30, 5, 179, -7, -34, -62, 1354, 786
1486636465.2461402, 103, -24, 44, 27, 310, -10, -35, -47, 1354, 786
1486636465.2470367, 72, -6, 34, 9, 136, -12, -25, -51, 1354, 786
1486636465.2608302, -44, 29, 11, -19, -124, -16, -24, -79, 1354, 786
1486636465.261214, -93, 16, 13, -16, -43, -15, -30, -75, 1354, 786
1486636465.2621083, 1, -13, 27, 13, 220, -16, -38, -66, 1354, 786
1486636465.2682958, 107, -39, 40, 25, 309, -16, -30, -50, 1354, 786
1486636465.2686856, 64, 8, 19, 6, 111, -14, -23, -53, 1354, 786
1486636465.2695582, -57, 30, 7, -15, -137, -19, -24, -64, 1354, 786
1486636465.2832706, -70, 22, 8, -8, -15, -10, -28, -60, 1354, 786
1486636465.2836885, 19, -21, 30, 8, 242, -12, -41, -51, 1354, 786
1486636465.2846785, 121, -25, 36, 21, 283, -10, -35, -47, 1354, 786
1486636465.2983222, 54, 4, 25, 2, 68, -7, -25, -51, 1354, 786
1486636465.2987196, -57, 27, 8, -23, -165, -9, -19, -65, 1354, 786
1486636465.2997131, -75, 4, 12, 2, 12, -11, -39, -72, 1354, 786
1486636465.3057268, 29, -19, 39, 23, 272, -5, -43, -55, 1354, 786
1486636465.3060966, 127, -23, 37, 21, 272, -6, -41, -51, 1354, 786
1486636465.307094, 35, -1, 30, -5, 18, -10, -23, -53, 1354, 786
1486636465.3207777, -88, 20, 19, -25, -145, -14, -24, -63, 1354, 786
1486636465.3211799, -70, 5, 24, -5, 66, -4, -21, -43, 1354, 786
1486636465.3221283, 45, -20, 35, 11, 252, -2, -19, -35, 1354, 786
1486636465.3357995, 130, -15, 48, 8, 245, -1, -12, -36, 1354, 786
1486636465.3362322, 41, 15, 20, -2, -53, -13, -7, -49, 1354, 786
1486636465.337086, -75, 30, 9, -23, -131, -11, -5, -58, 1354, 786
1486636465.3432925, -55, 2, 28, -8, 67, -16, -28, -55, 1354, 786
1486636465.3436434, 87, -6, 41, 12, 293, -6, -29, -31, 1354, 786
1486636465.3444831, 110, -15, 35, 15, 237, -2, -14, -26, 1354, 786
1486636465.3450232, 35, -1, 30, -5, 18, -10, -23, -53, 1354, 786
1486636465.3583097, -95, 24, 13, -22, -100, -35, -58, -80, 1354, 786
1486636465.3586946, -35, -3, 27, 1, 108, -34, -78, -70, 1354, 786
1486636465.359435, 82, -30, 35, 11, 252, -2, -19, -35, 1354, 786
1486636465.3732762, 105, -18, 37, 12, 216, -43, -84, -56, 1354, 786
1486636465.3736413, 8, 14, 13, -17, -71, -31, -74, -67, 1354, 786
1486636465.3745587, -95, 19, 11, -10, -131, -11, -5, -58, 1354, 786
1486636465.380807, -14, -6, 20, 3, 180, -44, -98, -68, 1354, 786
1486636465.3811882, 99, -28, 25, 18, 348, -37, -99, -59, 1354, 786
1486636465.3821843, 104, -8, 28, 9, 237, -2, -14, -26, 1354, 786
1486636465.3956254, -11, 24, 10, -5, -44, -44, -95, -80, 1354, 786
1486636465.3963728, -102, 13, 10, -13, -21, -47, -103, -80, 1354, 786
1486636465.397143, -15, 5, 17, -4, 213, -34, -78, -70, 1354, 786
1486636465.410702, 101, -29, 41, 16, 341, -40, -103, -58, 1354, 786
1486636465.411314, 99, -6, 21, -1, 173, -42, -107, -67, 1354, 786
1486636465.4121504, -39, 14, 10, -22, -51, -46, -74, -67, 1354, 786
1486636465.418775, -101, 15, 6, -13, -18, -54, -107, -86, 1354, 786
1486636465.419112, 0, -12, 34, 7, 234, -47, -109, -70, 1354, 786
1486636465.419453, 116, -29, 32, 17, 332, -37, -100, -59, 1354, 786
1486636465.4333107, 75, -6, 21, -1, 156, -40, -94, -71, 1354, 786
1486636465.433668, -57, 27, 5, -15, -120, -47, -98, -88, 1354, 786
1486636465.4344716, -77, 17, 13, -23, 26, -48, -107, -80, 1354, 786
1486636465.4483418, -2, -10, 33, 11, 273, -40, -109, -79, 1354, 786
1486636465.4487274, 113, -34, 32, 18, 354, -37, -110, -66, 1354, 786
1486636465.4497218, 63, 7, 20, -2, 115, -42, -102, -74, 1354, 786
1486636465.4558039, -51, 30, 13, -21, -129, -44, -99, -88, 1354, 786
1486636465.4561753, -82, 7, 10, -8, 43, -46, -109, -88, 1354, 786
1486636465.4570856, 33, -16, 37, 11, 290, -47, -109, -70, 1354, 786
1486636465.4706874, 136, -22, 36, 17, 288, -47, -113, -62, 1354, 786
1486636465.4714077, 42, 12, 20, 6, 61, -51, -105, -76, 1354, 786
1486636465.4718928, -73, 19, 4, -25, -109, -52, -103, -88, 1354, 786
1486636465.4857194, -71, 16, 24, -18, 52, -56, -107, -84, 1354, 786
1486636465.4864159, 46, -20, 26, 8, 291, -53, -107, -63, 1354, 786
1486636465.48687, 124, -17, 31, 12, 261, -41, -95, -59, 1354, 786
1486636465.4932976, 36, -2, 15, 3, -1, -51, -87, -77, 1354, 786
1486636465.493685, -76, 29, 17, -29, -104, -51, -93, -89, 1354, 786
1486636465.4944465, -51, 15, 22, -12, 78, -40, -100, -80, 1354, 786
1486636465.508234, 82, -10, 37, 12, 290, -39, -100, -65, 1354, 786
1486636465.5085914, 124, -16, 42, 4, 278, -36, -103, -68, 1354, 786
1486636465.5095844, 37, 15, 12, -11, -23, -38, -105, -76, 1354, 786
1486636465.5232937, -92, 33, 8, -27, -94, -47, -95, -92, 1354, 786
1486636465.5236788, -37, -4, 17, -14, 99, -38, -99, -86, 1354, 786
1486636465.5243845, 77, -24, 24, 18, 342, -36, -107, -67, 1354, 786
1486636465.5309002, 117, -16, 30, 8, 231, -40, -98, -67, 1354, 786
1486636465.531289, 17, 21, 16, -17, -34, -42, -94, -89, 1354, 786
1486636465.5383794, -93, 27, 6, -18, -50, -48, -103, -98, 1354, 786
1486636465.5460865, -22, -3, 21, -4, 134, -49, -117, -91, 1354, 786
1486636465.5463932, 100, -28, 36, 20, 366, -51, -120, -79, 1354, 786
1486636465.5470552, 108, -13, 33, 0, 203, -50, -112, -68, 1354, 786
1486636465.5608542, 3, 19, 17, -18, -40, -42, -105, -95, 1354, 786
1486636465.561241, -98, 22, 1, -13, -42, -50, -108, -101, 1354, 786
1486636465.5618715, -11, -8, 22, -4, 185, -44, -114, -81, 1354, 786
1486636465.568344, 105, -26, 38, 24, 369, -34, -104, -64, 1354, 786
1486636465.5686986, 103, -11, 42, 3, 166, -43, -104, -68, 1354, 786
1486636465.575777, -21, 19, 16, -15, -55, -48, -103, -82, 1354, 786
1486636465.5833826, -98, 9, 14, -20, -17, -43, -108, -87, 1354, 786
1486636465.5837963, 3, -11, 19, 1, 225, -40, -120, -80, 1354, 786
1486636465.5845678, 115, -26, 42, 20, 337, -39, -117, -73, 1354, 786
1486636465.585485, 108, -13, 33, 0, 203, -50, -112, -75, 1354, 786
1486636465.5983067, -39, 18, 11, -15, -42, -44, -110, -96, 1354, 786
1486636465.5987566, -92, 14, 13, -14, 11, -46, -110, -95, 1354, 786
1486636465.5995612, 7, -16, 22, -4, 185, -44, -114, -81, 1354, 786
1486636465.6058254, 115, -34, 31, 17, 335, -39, -121, -72, 1354, 786
1486636465.6062598, 71, -6, 18, 5, 150, -45, -109, -76, 1354, 786
1486636465.6068876, -60, 20, 0, -15, -55, -48, -103, -82, 1354, 786
1486636465.6207643, -79, 15, 11, -12, 55, -49, -113, -86, 1354, 786
1486636465.6211567, 18, -20, 25, 9, 288, -38, -119, -71, 1354, 786
1486636465.6219327, 122, -26, 43, 22, 337, -39, -117, -73, 1354, 786
1486636465.6359024, 57, 6, 21, -7, 151, -35, -102, -66, 1354, 786
1486636465.6362684, -72, 22, 7, -25, -78, -38, -98, -78, 1354, 786
1486636465.6372411, -70, 13, 17, -11, 83, -42, -103, -95, 1354, 786
1486636465.643361, 43, -13, 32, 10, 297, -37, -111, -70, 1354, 786
1486636465.6437473, 121, -26, 30, 6, 320, -37, -112, -73, 1354, 786
1486636465.6448023, 44, 3, 11, -10, 150, -45, -109, -76, 1354, 786
1486636465.6582355, -72, 22, 5, -38, -113, -50, -107, -96, 1354, 786
1486636465.6586523, -74, 2, 9, -4, 118, -43, -116, -86, 1354, 786
1486636465.6595016, 54, -30, 36, 16, 325, -43, -114, -66, 1354, 786
1486636465.6732829, 126, -19, 25, -2, 289, -41, -109, -62, 1354, 786
1486636465.674008, 30, 1, 26, -10, 31, -37, -96, -70, 1354, 786
1486636465.6746988, -66, 29, 14, -23, -93, -38, -98, -78, 1354, 786
1486636465.6808856, -52, -1, 18, -9, 114, -46, -110, -80, 1354, 786
1486636465.6812654, 78, -26, 18, 11, 352, -45, -118, -65, 1354, 786
1486636465.681892, 123, -19, 40, 15, 264, -37, -107, -73, 1354, 786
1486636465.6958218, 25, 12, 19, -11, 1, -42, -99, -78, 1354, 786
1486636465.6960557, -101, 25, 18, -25, -42, -39, -90, -74, 1354, 786
1486636465.6971543, -38, 8, 29, -4, 120, -37, -99, -68, 1354, 786
1486636465.710876, 80, -22, 43, 27, 372, -31, -102, -50, 1354, 786
1486636465.7112837, 124, -5, 34, 13, 230, -24, -91, -53, 1354, 786
1486636465.7119253, 19, 15, 23, -12, -71, -35, -87, -71, 1354, 786
1486636465.7183564, -83, 31, 10, -23, -37, -41, -97, -87, 1354, 786
1486636465.71871, -29, -6, 25, -3, 142, -46, -106, -79, 1354, 786
1486636465.719699, 99, -31, 33, 16, 346, -45, -118, -65, 1354, 786
1486636465.74082, 102, -8, 31, 12, 191, -40, -111, -71, 1354, 786
1486636465.7412024, -5, 19, 12, -17, -41, -46, -108, -91, 1354, 786
1486636465.7421377, -97, 24, 1, -21, -34, -46, -109, -74, 1354, 786
1486636465.7482922, -5, -4, 25, 11, 211, -48, -119, -80, 1354, 786
1486636465.748657, 96, -26, 43, 32, 367, -47, -123, -71, 1354, 786
1486636465.7496104, 89, -13, 32, 11, 199, -38, -105, -73, 1354, 786
1486636465.7557843, -32, 30, 8, -17, -52, -38, -94, -79, 1354, 786
1486636465.7561698, -99, 20, 26, -19, -38, -50, -109, -80, 1354, 786
1486636465.7571616, 10, -5, 18, 2, 238, -42, -112, -69, 1354, 786
1486636465.7706354, 116, -25, 41, 26, 371, -38, -103, -56, 1354, 786
1486636465.771298, 87, 4, 24, 1, 153, -37, -95, -62, 1354, 786
1486636465.77188, -45, 24, 10, -21, -84, -38, -108, -91, 1354, 786
1486636465.7860887, -83, 21, 6, -23, -6, -36, -101, -76, 1354, 786
1486636465.7864933, 1, -25, 16, 6, 252, -33, -105, -55, 1354, 786
1486636465.787262, 118, -24, 46, 12, 333, -28, -123, -71, 1354, 786
1486636465.7933006, 61, -5, 27, 2, 150, -28, -86, -53, 1354, 786
1486636465.7936704, -48, 22, 5, -23, -85, -32, -90, -71, 1354, 786
1486636465.7946246, -89, 9, 11, -16, 63, -34, -101, -80, 1354, 786
1486636465.808269, 29, -20, 30, 10, 295, -32, -105, -52, 1354, 786
1486636465.808658, 124, -24, 37, 14, 350, -28, -95, -40, 1354, 786
1486636465.8094413, 55, 0, 34, 5, 124, -31, -86, -58, 1354, 786
1486636465.8100796, -45, 24, 10, -21, -84, -38, -92, -77, 1354, 786
1486636465.8234618, -77, 2, 9, -18, 76, -42, -101, -77, 2510, 1390
1486636465.8238466, 42, -18, 32, 7, 290, -45, -110, -64, 2510, 1390
1486636465.8246055, 135, -22, 46, 12, 333, -28, -101, -46, 2510, 1390
1486636465.830827, 44, 13, 32, 3, 59, -39, -89, -64, 2510, 1390
1486636465.8383183, -69, 26, 4, -26, -73, -43, -94, -78, 2510, 1390
1486636465.8390002, -67, 5, 11, -16, 63, -34, -101, -71, 2510, 1390
1486636465.8459084, 54, -25, 34, 17, 303, -34, -105, -54, 2510, 1390
1486636465.8463774, 130, -13, 40, 20, 279, -34, -96, -53, 2510, 1390
1486636465.8470893, 32, 6, 17, 247, 124, -31, -86, -58, 2510, 1390
1486636465.8607543, -73, 36, 3, -21, -76, -44, -98, -79, 2510, 1390
1486636465.861472, -50, 1, 19, -6, 104, -41, -107, -74, 2510, 1390
1486636465.8621266, 83, -18, 43, 10, 351, -37, -110, -64, 2510, 1390
1486636465.8682773, 113, -15, 34, 16, 252, -32, -94, -59, 2510, 1390
1486636465.8686886, 22, 18, 16, -22, -23, -38, -91, -71, 2510, 1390
1486636465.8697457, -93, 20, 12, -24, -80, -44, -99, -78, 2510, 1390
1486636465.88323, -37, -7, 20, -2, 124, -32, -100, -65, 2510, 1390
1486636465.8840442, 77, -21, 32, 9, 368, -31, -104, -57, 2510, 1390
1486636465.8845267, 99, -13, 33, 5, 235, -37, -96, -62, 2510, 1390
1486636465.8983598, 12, 22, 24, -18, -20, -42, -93, -82, 2510, 1390
1486636465.8987656, -91, 23, 10, -17, -35, -39, -100, -86, 2510, 1390
1486636465.8995893, -11, -15, 14, -3, 196, -44, -114, -81, 2510, 1390
1486636465.9061835, 101, -32, 39, 26, 357, -39, -113, -62, 2510, 1390
1486636465.9064174, 111, -14, 26, 3, 157, -40, -99, -68, 2510, 1390
1486636465.9072168, -18, 16, 17, -6, -79, -45, -91, -84, 2510, 1390
1486636465.9207532, -102, 20, 15, -18, -25, -49, -98, -91, 2510, 1390
1486636465.9214833, -15, -4, 19, 5, 209, -49, -103, -79, 2510, 1390
1486636465.9221714, 104, -25, 40, 19, 368, -31, -104, -57, 2510, 1390
1486636465.935787, 88, -12, 22, 14, 157, -37, -88, -66, 2510, 1390
1486636465.9361508, -34, 24, -3, -17, -65, -45, -93, -86, 2510, 1390
1486636465.9369314, -92, 21, 6, -12, -10, -44, -100, -86, 2510, 1390
1486636465.9433782, 8, -6, 21, 1, 252, -53, -118, -85, 2510, 1390
1486636465.943761, 120, -27, 34, 21, 343, -43, -111, -71, 2510, 1390
1486636465.9446647, 75, 6, 17, -2, 137, -43, -99, -68, 2510, 1390
1486636465.9582434, -48, 23, 9, -13, -103, -45, -90, -89, 2510, 1390
1486636465.958633, -79, 10, 9, -15, 22, -46, -97, -84, 2510, 1390
1486636465.9596045, 7, -23, 28, 12, 279, -41, -104, -79, 2510, 1390
1486636465.973312, 122, -34, 30, 19, 320, -34, -99, -63, 2510, 1390
1486636465.973682, 57, 3, 31, 6, 110, -38, -93, -74, 2510, 1390
1486636465.974412, -63, 16, 13, -25, -138, -46, -98, -90, 2510, 1390
