t, ch0, ch1, ch2, ch3, ch4, ch5, ch6, ch7, x, y
1486636468.6063857, 93, 0, 29, 9, -261, -322, -169, -169, 50, 50
1486636468.607014, -45, 17, 15, -13, -502, -329, -172, -187, 50, 50
1486636468.628672, -87, 5, 5, -10, -404, -328, -172, -180, 50, 50
1486636468.6290634, 10, -11, 31, 4, -134, -322, -174, -167, 50, 50
1486636468.6295636, 118, -21, 37, 24, -57, -311, -173, -160, 50, 50
1486636468.6360257, 83, 4, 43, 2, -289, -317, -168, -174, 50, 50
1486636468.636409, -53, 20, 14, -15, -534, -324, -169, -188, 50, 50
1486636468.6372101, -76, 11, 18, -11, -359, -336, -169, -181, 50, 50
1486636468.6434617, 27, -18, 30, 12, -90, -313, -174, -163, 50, 50
1486636468.6438515, 134, -24, 46, 20, -51, -315, -171, -156, 50, 50
1486636468.6445312, 58, 2, 29, -6, -320, -320, -169, -169, 50, 50
1486636468.6583273, -70, 19, 7, -27, -534, -314, -163, -173, 50, 50
1486636468.658813, -74, 18, 15, -12, -327, -317, -180, -171, 50, 50
1486636468.6595526, 37, -18, 31, 19, -67, -313, -186, -159, 50, 50
1486636468.673476, 132, -19, 47, 31, -76, -310, -177, -155, 50, 50
1486636468.6738625, 44, 10, 30, 8, -363, -310, -168, -159, 50, 50
1486636468.6750114, -80, 24, 1, -20, -512, -312, -169, -171, 50, 50
1486636468.6809447, -61, 11, 19, 4, -302, -313, -182, -169, 50, 50
1486636468.681339, 62, -28, 37, 25, -59, -305, -183, -150, 50, 50
1486636468.688578, 126, -25, 47, 23, -66, -308, -173, -140, 50, 50
1486636468.6961043, 34, 13, 32, 6, -368, -306, -164, -159, 50, 50
1486636468.6965406, -83, 28, 11, -14, -486, -312, -165, -166, 50, 50
1486636468.6971865, -46, 1, 29, 3, -267, -316, -180, -164, 50, 50
1486636468.710982, 75, -29, 30, 19, -26, -308, -178, -138, 50, 50
1486636468.7113335, 125, -15, 34, 17, -97, -294, -161, -132, 50, 50
1486636468.712378, 38, 19, 24, -15, -438, -303, -168, -159, 50, 50
1486636468.718382, -84, 28, 11, -13, -462, -303, -164, -157, 50, 50
1486636468.7194166, -26, 1, 30, 6, -250, -294, -172, -147, 50, 50
1486636468.7197273, 96, -35, 33, 28, 3, -295, -183, -150, 50, 50
1486636468.733923, 118, -17, 44, 10, -151, -292, -163, -129, 50, 50
1486636468.734389, 7, 17, 28, -19, -459, -306, -167, -149, 50, 50
1486636468.734577, -98, 14, 11, -14, -471, -297, -167, -161, 50, 50
1486636468.7493873, -26, -14, 29, 0, -213, -298, -177, -147, 50, 50
1486636468.7498753, 95, -27, 31, 32, 23, -296, -178, -139, 50, 50
1486636468.7506185, 108, -9, 41, 10, -178, -287, -161, -136, 50, 50
1486636468.7524607, 38, 19, 24, -15, -438, -303, -161, -151, 50, 50
1486636468.7559857, -91, 22, 21, -12, -417, -310, -168, -164, 50, 50
1486636468.7571082, -10, -4, 18, 6, -178, -304, -179, -152, 50, 50
1486636468.7607186, 112, -24, 33, 28, 3, -295, -176, -132, 50, 50
1486636468.7711112, 103, -7, 39, 14, -191, -294, -161, -135, 50, 50
1486636468.7721028, -34, 23, 16, -17, -454, -299, -165, -155, 50, 50
1486636468.7744408, -90, 15, 11, -14, -471, -297, -167, -161, 50, 50
1486636468.7863348, 17, -3, 33, 10, -115, -294, -185, -151, 50, 50
1486636468.7864013, 128, -30, 36, 30, -4, -282, -176, -132, 50, 50
1486636468.7889686, 83, -3, 32, 10, -178, -287, -161, -136, 50, 50
1486636468.7935274, -54, 23, 18, -19, -502, -291, -173, -157, 50, 50
1486636468.7946186, -83, 12, 14, -12, -352, -298, -181, -157, 50, 50
1486636468.7949727, 16, -12, 30, 6, -178, -304, -179, -152, 50, 50
1486636468.808547, 142, -24, 42, 22, -27, -286, -176, -126, 50, 50
1486636468.8092902, 73, 4, 41, 7, -256, -284, -161, -126, 50, 50
1486636468.8098798, -56, 18, 14, -23, -454, -299, -165, -155, 50, 50
1486636468.8236039, -85, 9, 15, -4, -318, -291, -165, -137, 50, 50
1486636468.824631, 30, -20, 40, 19, -31, -282, -167, -117, 50, 50
1486636468.8268297, 125, -25, 42, 23, -22, -279, -168, -132, 50, 50
1486636468.8310838, 60, 2, 37, 2, -293, -278, -160, -131, 50, 50
1486636468.8319821, -68, 16, 20, -19, -501, -280, -158, -138, 50, 50
1486636468.8323748, -71, 12, 24, -10, -289, -281, -170, -157, 50, 50
1486636468.845981, 55, -11, 28, 18, -33, -273, -172, -118, 50, 50
1486636468.8463817, 144, -14, 46, 17, -46, -276, -167, -115, 50, 50
1486636468.8473825, 54, 7, 26, -3, -333, -276, -156, -125, 50, 50
1486636468.86097, -71, 19, 3, -19, -448, -284, -160, -136, 50, 50
1486636468.861359, -58, 1, 8, -6, -237, -280, -167, -135, 50, 50
1486636468.8623154, 74, -22, 48, 14, -14, -282, -167, -117, 50, 50
1486636468.8685033, 138, -14, 45, 24, -79, -266, -152, -117, 50, 50
1486636468.8688567, 28, 7, 31, -9, -379, -261, -143, -127, 50, 50
1486636468.8695998, -85, 31, 4, -28, -465, -274, -158, -138, 50, 50
1486636468.8835068, -37, -3, 21, -3, -231, -265, -160, -139, 50, 50
1486636468.8912032, 79, -20, 43, 20, 8, -266, -170, -121, 50, 50
1486636468.8941247, 109, -20, 47, 9, -98, -268, -163, -115, 50, 50
1486636468.8985708, 19, 12, 19, -18, -395, -263, -154, -136, 50, 50
1486636468.899675, -85, 20, 12, -26, -399, -278, -169, -148, 50, 50
1486636468.901064, -30, -8, 21, -8, -220, -271, -174, -132, 50, 50
1486636468.9102993, 94, -22, 46, 28, 67, -259, -168, -117, 701, 454
1486636468.9137347, 112, -5, 39, 4, -119, -256, -153, -123, 701, 454
1486636468.9171748, 10, 24, 21, -23, -415, -261, -143, -127, 701, 454
1486636468.9217348, -102, 22, 16, -20, -406, -266, -159, -148, 701, 454
1486636468.9223175, -10, 0, 30, 0, -135, -265, -173, -135, 701, 454
1486636468.9223557, 106, -26, 33, 19, 49, -263, -170, -121, 701, 454
1486636468.9361458, 107, -12, 37, 13, -157, -267, -163, -138, 701, 454
1486636468.9367485, -12, 15, 11, -18, -398, -271, -162, -156, 701, 454
1486636468.9376497, -89, 20, -3, -12, -382, -272, -170, -148, 701, 454
1486636468.9434268, 3, -1, 22, 5, -114, -266, -168, -125, 701, 454
1486636468.9442742, 115, -27, 37, 20, 32, -258, -169, -123, 701, 454
1486636468.9456294, 96, -1, 34, -2, -183, -264, -158, -125, 701, 454
1486636468.9585435, -34, 29, 12, -8, -432, -270, -156, -142, 701, 454
1486636468.959469, -76, 23, 20, -16, -346, -268, -163, -135, 701, 454
1486636468.9604945, 13, -12, 37, 9, -66, -265, -173, -135, 701, 454
1486636468.9736223, 132, -32, 44, 18, 30, -250, -164, -118, 701, 454
1486636468.9744668, 77, 3, 24, 6, -192, -261, -160, -133, 701, 454
1486636468.9785414, -55, 19, 18, -22, -454, -265, -161, -150, 701, 454
1486636468.9810474, -70, 19, 18, -9, -317, -264, -174, -148, 701, 454
1486636468.9819825, 28, -14, 29, 17, -19, -260, -175, -132, 701, 454
1486636468.9842598, 132, -18, 34, 21, 30, -253, -171, -125, 701, 454
1486636468.996078, 65, 4, 36, -3, -226, -253, -158, -126, 701, 454
1486636468.9969282, -78, 23, 16, -26, -450, -259, -160, -137, 701, 454
1486636469.0008602, -73, 6, 15, -17, -241, -252, -153, -122, 701, 454
1486636469.0111258, 39, -19, 34, 15, -8, -246, -159, -108, 701, 454
1486636469.0117388, 135, -25, 49, 15, -19, -247, -158, -109, 701, 454
1486636469.0125952, 35, 3, 18, 0, -301, -251, -154, -123, 701, 454
1486636469.0136557, -79, 19, 18, -22, -454, -265, -161, -150, 701, 454
1486636469.018448, -66, 4, 12, -7, -239, -257, -164, -130, 701, 454
1486636469.0192635, 71, -17, 37, 16, 13, -246, -161, -100, 701, 454
1486636469.0197105, 120, -19, 27, 21, 30, -253, -171, -125, 701, 454
1486636469.0334363, 33, 14, 18, -3, -352, -254, -151, -125, 701, 454
1486636469.035342, -97, 33, 7, -19, -431, -259, -156, -139, 701, 454
1486636469.038969, -40, -5, 23, 2, -228, -244, -153, -122, 701, 454
1486636469.0495188, 85, -25, 50, 18, 63, -248, -170, -121, 701, 454
1486636469.0529277, 126, -7, 32, 19, -65, -239, -153, -119, 701, 454
1486636469.0546827, 37, 17, 18, 0, -301, -251, -154, -123, 701, 454
1486636469.0569994, -82, 28, 17, -15, -415, -253, -156, -144, 701, 454
1486636469.0577607, -38, -9, 15, -2, -170, -244, -170, -139, 701, 454
1486636469.058011, 90, -27, 26, 22, 13, -246, -161, -100, 701, 454
1486636469.0717611, 107, -12, 38, 12, -103, -242, -153, -116, 701, 454
1486636469.0748198, -1, 16, 23, -7, -389, -243, -153, -135, 701, 454
1486636469.075146, -98, 23, 11, -20, -368, -259, -156, -139, 701, 454
1486636469.0870414, -12, 3, 19, -7, -126, -236, -170, -131, 701, 454
1486636469.0888789, 97, -28, 52, 21, 65, -237, -169, -111, 701, 454
1486636469.090092, 103, -14, 40, 9, -142, -234, -153, -119, 701, 454
1486636469.094514, -14, 17, 16, -26, -356, -242, -160, -132, 701, 454
1486636469.0949197, -97, 13, 10, -20, -348, -241, -164, -138, 701, 454
1486636469.094985, 4, 1, 25, -4, -90, -241, -170, -139, 701, 454
1486636469.1085172, 110, -24, 41, 20, 66, -235, -162, -104, 701, 454
1486636469.1092923, 91, 3, 37, 0, -122, -224, -143, -100, 701, 454
1486636469.1098642, -42, 17, 15, -23, -395, -230, -138, -112, 701, 454
1486636469.123529, -86, 21, 13, -14, -325, -227, -149, -116, 701, 454
1486636469.1245263, -4, -15, 26, 12, -12, -230, -168, -104, 701, 454
1486636469.1252728, 126, -21, 45, 14, 69, -227, -157, -100, 701, 454
1486636469.1311305, 75, 5, 31, -5, -170, -227, -148, -99, 701, 454
1486636469.1319745, -52, 19, 15, -21, -437, -228, -144, -115, 701, 454
1486636469.1338995, -78, 14, 19, -13, -277, -241, -164, -138, 701, 454
1486636469.1470037, 20, -8, 32, 5, 16, -223, -175, -118, 701, 454
1486636469.1504445, 131, -17, 55, 21, 64, -226, -167, -106, 701, 454
1486636469.150512, 66, 7, 26, 6, -171, -216, -132, -100, 701, 454
1486636469.1620479, -69, 17, 7, -14, -404, -203, -138, -99, 701, 454
1486636469.1642323, -76, 14, 13, -8, -186, -187, -143, -90, 701, 454
1486636469.1642983, 36, -19, 28, 19, 57, -156, -132, -55, 701, 454
1486636469.1684594, 131, -21, 36, 13, 95, -136, -124, -46, 701, 454
1486636469.1696343, 46, 11, 17, 7, -125, -113, -99, -39, 701, 454
1486636469.1707537, -75, 32, 13, -22, -250, -99, -103, -45, 701, 454
1486636469.184425, -62, 7, 6, -8, -70, -83, -107, -40, 701, 454
1486636469.185063, 68, -16, 36, 10, 167, -70, -114, -23, 701, 454
1486636469.1869235, 136, -18, 39, 18, 153, -62, -113, -19, 701, 454
1486636469.1995578, 35, 2, 29, -8, -97, -72, -118, -36, 701, 454
1486636469.2021031, -78, 37, 1, -23, -205, -73, -115, -46, 701, 454
1486636469.202491, -53, 9, 23, -7, -12, -187, -143, -90, 701, 454
1486636469.2080648, 74, -24, 33, 13, 212, -68, -130, -22, 701, 454
1486636469.2081337, 119, -15, 39, 14, 176, -65, -126, -22, 701, 454
1486636469.2124996, 20, 11, 9, -10, -124, -69, -99, -39, 701, 454
1486636469.2220316, -102, 30, 9, -19, -178, -71, -119, -46, 701, 454
1486636469.2223263, -38, 7, 28, 2, 18, -62, -126, -26, 701, 454
1486636469.2239232, 88, -23, 44, 30, 276, -52, -121, -7, 701, 454
1486636469.236692, 116, -6, 25, 12, 120, -57, -113, -15, 701, 454
1486636469.237422, 19, 18, 16, -8, -151, -60, -113, -30, 701, 454
1486636469.23781, -89, 36, 14, -15, -159, -69, -122, -42, 701, 454
1486636469.2445505, -13, 1, 28, 13, 57, -69, -124, -29, 701, 454
1486636469.2461345, 93, -9, 36, 21, 243, -63, -126, -14, 701, 454
1486636469.2462058, 106, 2, 45, 4, 81, -59, -109, -11, 701, 454
1486636469.249155, 245, 11, 9, -10, -124, -69, -116, -35, 701, 454
1486636469.2585888, -97, 25, 10, -15, -106, -66, -118, -29, 701, 454
1486636469.2595952, -1, 3, 26, 2, 83, -59, -116, -16, 701, 454
1486636469.2598684, 113, -28, 44, 30, 276, -52, -121, -7, 701, 454
1486636469.2736423, 90, 0, 31, 8, 84, -58, -117, -19, 701, 454
1486636469.2746289, -30, 26, 7, -20, -169, -65, -107, -32, 701, 454
1486636469.2758174, -96, 20, 14, -15, -159, -69, -122, -42, 701, 454
1486636469.2811131, -3, -7, 31, 6, 124, -58, -117, -20, 701, 454
1486636469.2820902, 118, -30, 36, 23, 238, -56, -117, -5, 701, 454
1486636469.2823443, 79, 1, 42, 11, 81, -59, -109, -11, 701, 454
1486636469.2971256, -44, 29, 12, -15, -188, -57, -96, -23, 701, 454
1486636469.3036702, -83, 17, 17, -10, -94, -47, -100, -7, 701, 454
1486636469.3044226, 5, -15, 32, 14, 201, -39, -116, -16, 701, 454
1486636469.3111522, 128, -19, 34, 13, 233, -29, -99, 22, 701, 454
1486636469.3119829, 56, 7, 27, 3, 43, -32, -94, 6, 701, 454
1486636469.3128386, -58, 33, 20, -18, -181, -36, -107, -32, 701, 454
1486636469.3186045, -81, 13, 22, -18, -12, -38, -111, -11, 701, 454
1486636469.3194525, 30, -11, 23, 9, 224, -30, -112, 4, 701, 454
1486636469.3198497, 114, -18, 46, 17, 258, -25, -104, 21, 701, 454
1486636469.333419, 50, 9, 28, 5, 23, -25, -97, 6, 701, 454
1486636469.3352647, -61, 29, 11, -17, -163, -31, -98, -7, 701, 454
1486636469.3353424, -66, 14, 20, -8, 21, -26, -103, 0, 701, 454
1486636469.348591, 44, -16, 43, 17, 225, -29, -107, 12, 701, 454
1486636469.3495173, 130, -14, 48, 22, 231, -30, -108, 13, 701, 454
1486636469.3500693, 41, 4, 33, -4, -7, -33, -102, -3, 701, 454
1486636469.356051, -77, 28, 8, -27, -167, -40, -109, -24, 701, 454
1486636469.3570125, -55, 8, 30, -4, 17, -38, -107, -9, 701, 454
1486636469.3572903, 76, -19, 34, 14, 265, -23, -105, 8, 701, 454
1486636469.3710623, 119, -22, 35, 18, 209, -18, -94, 5, 701, 454
1486636469.371457, 25, 12, 25, -4, -102, -30, -89, -6, 701, 454
1486636469.3723524, -87, 21, 4, -25, -179, -31, -98, -7, 701, 454
1486636469.3859, -39, -4, 18, -8, 35, -28, -104, -7, 701, 454
1486636469.3866491, 77, -21, 41, 13, 301, -20, -104, 12, 701, 454
1486636469.3874922, 118, -11, 49, 10, 177, -30, -108, 13, 701, 454
1486636469.3934844, 21, 21, 25, -23, -107, -31, -97, -16, 701, 454
1486636469.3938754, -101, 22, 3, -13, -119, -41, -108, -24, 701, 454
1486636469.3948555, -28, -7, 23, -5, 93, -37, -112, -9, 701, 454
1486636469.408691, 99, -24, 38, 25, 321, -21, -96, 13, 701, 454
1486636469.4090726, 110, -13, 37, 2, 147, -24, -90, 12, 701, 454
1486636469.4098852, -1, 14, 17, -5, -120, -34, -93, -9, 701, 454
1486636469.4234493, -90, 21, 10, -26, -106, -33, -101, -13, 701, 454
1486636469.4238644, -12, 3, 25, -3, 123, -24, -105, -2, 701, 454
1486636469.424756, 102, -24, 36, 23, 270, -25, -103, 7, 701, 454
1486636469.43107, 99, -7, 33, 4, 117, -26, -90, -1, 701, 454
1486636469.4317338, -32, 25, 15, -13, -123, -32, -92, -15, 701, 454
1486636469.432361, -103, 15, 17, -18, -90, -41, -108, -24, 701, 454
1486636469.4459436, 0, -2, 41, 15, 157, -39, -115, -8, 701, 454
1486636469.4464824, 105, -25, 43, 25, 287, -31, -103, 10, 701, 454
1486636469.4473715, 86, 1, 32, 2, 104, -21, -90, 12, 701, 454
1486636469.4610815, -36, 32, 18, 9471, 14901, -20752, 5119, 2560, 701, 454
1486636469.4614522, 4, -13, 29, 9, 202, -21, -88, 13, 701, 454
1486636469.4761682, 125, -23, 38, 14, 263, -15, -87, 17, 701, 454
1486636469.4765525, 74, 9, 37, -2, 56, -20, -81, 1, 701, 454
1486636469.4774454, -59, 23, 14, -19, -198, -26, -90, -1, 701, 454
1486636469.4834566, -88, 12, 5, -16, -34, -23, -89, -6, 701, 454
1486636469.4838665, 29, -14, 24, 11, 231, -20, -92, 12, 701, 454
1486636469.4849625, 135, -21, 36, 22, 267, -12, -85, 23, 701, 454
1486636469.498501, 51, 1, 21, 5, 27, -12, -80, 17, 701, 454
1486636469.4988618, -68, 14, 5, -19, -161, -16, -82, -5, 701, 454
1486636469.4997742, -67, 16, 17, -18, 30, -15, -90, -5, 701, 454
1486636469.506027, 51, -15, 36, 10, 229, -13, -88, 16, 701, 454
1486636469.5066922, 136, -20, 30, 20, 240, -11, -79, 24, 701, 454
1486636469.5070336, 45, 12, 24, 3, -3, -22, -73, 0, 701, 454
1486636469.5080075, -59, 23, 14, -19, -198, -25, -80, -13, 701, 454
1486636469.5285275, -60, 10, 15, -11, 59, -20, -90, -4, 701, 454
1486636469.5288544, 69, -27, 42, 20, 245, -19, -91, 10, 701, 454
1486636469.5296545, 117, -22, 32, 22, 267, -12, -85, 23, 701, 454
1486636469.5359826, 24, 18, 15, -11, -39, -19, -79, -1, 701, 454
1486636469.536372, -86, 32, 3, -24, -138, -27, -84, -12, 701, 454
1486636469.5370657, -46, -2, 19, -18, 30, -15, -90, -5, 701, 454
1486636469.5437195, 81, -22, 36, 7, 291, -14, -85, 17, 701, 454
1486636469.5440552, 114, -16, 30, 8, 216, -7, -73, 17, 701, 454
1486636469.5448265, 25, 12, 24, -15, -74, -20, -73, 0, 701, 454
1486636469.5585773, -102, 25, 16, -17, -125, -18, -68, -3, 701, 454
1486636469.5589626, -31, -5, 24, -2, 88, -16, -89, -3, 701, 454
1486636469.5598416, 97, -22, 37, 21, 306, -11, -91, 10, 701, 454
1486636469.5734859, 124, -7, 45, 9, 137, -12, -86, 7, 701, 454
1486636469.5738773, 3, 18, 17, -10, -95, -11, -77, -3, 701, 454
1486636469.574854, -96, 29, 4, -17, -88, -20, -81, -12, 701, 454
1486636469.5808337, -20, -9, 10, 1, 119, -15, -86, 1, 701, 454
1486636469.5816653, 105, -27, 43, 33, 321, -8, -87, 13, 701, 454
1486636469.5822923, 92, -12, 30, 10, 131, -9, -81, 12, 701, 454
1486636469.5960326, -16, 32, 10, -15, -97, -14, -79, -7, 701, 454
1486636469.59631, -105, 27, 7, -8, -86, -26, -87, -18, 701, 454
1486636469.5973184, 1, 7, 37, 5, 153, -19, -89, -3, 701, 454
1486636469.6109884, 104, -29, 36, 23, 291, -16, -94, 10, 701, 454
1486636469.6116269, 87, -2, 34, 6, 140, -9, -79, 9, 701, 454
1486636469.618493, -43, 27, 18, -9, -119, -15, -77, -3, 701, 454
1486636469.6188536, -86, 26, 11, -13, -47, -19, -77, -5, 701, 454
1486636469.619812, 9, -9, 30, 25, 234, -3, -79, 10, 701, 454
1486636469.6206446, 111, -16, 46, 27, 294, -9, -86, 13, 701, 454
1486636469.6335728, 75, 5, 28, 4, 115, -5, -77, 3, 701, 454
1486636469.6339693, -54, 21, 10, -14, -191, -16, -74, -7, 701, 454
1486636469.6348052, -72, 20, 13, -13, -48, -17, -82, -14, 701, 454
1486636469.6485233, 29, -2, 21, 14, 220, -6, -83, 9, 701, 454
1486636469.6489053, 122, -25, 43, 23, 274, -9, -86, 12, 701, 454
1486636469.649809, 61, 7, 18, 1, 74, -10, -72, 2, 701, 454
1486636469.656059, -61, 29, 11, -23, -171, -16, -73, -12, 701, 454
1486636469.656425, -74, 14, 6, -14, 3, -17, -86, -16, 701, 454
1486636469.657383, 43, -13, 36, 14, 228, -3, -79, 10, 701, 454
1486636469.6708796, 129, -17, 28, 9, 239, -5, -77, 14, 701, 454
1486636469.6716478, 36, 10, 26, 4, 20, -9, -73, 1, 701, 454
1486636469.672291, -72, 32, 9, -25, -159, -14, -81, -7, 701, 454
1486636469.6860187, -61, 17, 18, -7, 28, -15, -90, -11, 701, 454
1486636469.6864095, 57, -20, 29, 16, 262, -5, -89, 4, 701, 454
1486636469.6873503, 121, -13, 33, 15, 229, -5, -83, 12, 701, 454
1486636469.6938539, 27, 9, 26, -12, -15, -5, -74, -5, 701, 454
1486636469.694222, -72, 33, 13, -24, -147, -9, -81, -20, 701, 454
1486636469.6948633, -56, 5, 20, 1, 42, -16, -89, -4, 701, 454
1486636469.7085922, 76, -21, 36, 18, 297, 0, -77, 16, 701, 454
1486636469.7123811, 113, -13, 45, 10, 202, 5, -73, 13, 701, 454
1486636469.7141328, 35, 12, 25, -19, -81, -6, -73, 1, 701, 454
1486636469.7242668, -94, 29, 18, -21, -134, -17, -81, -22, 701, 454
1486636469.7246659, -36, 1, 24, 0, 82, -15, -89, -17, 701, 454
1486636469.7247036, 83, -22, 25, 14, 288, -5, -85, 2, 701, 454
1486636469.7387917, 116, -14, 38, 0, 158, 1, -72, -2, 701, 454
1486636469.7391913, 15, 28, 17, -22, -105, -9, -73, -12, 701, 454
1486636469.743491, -89, 37, 11, -24, -92, -11, -74, -13, 701, 454
1486636469.7439084, -56, 5, 20, 1, 42, -16, -89, -4, 701, 454
1486636469.750335, 97, -13, 43, 16, 314, -6, -83, 7, 701, 454
1486636469.7504048, 112, -9, 31, 14, 163, -5, -72, 4, 701, 454
1486636469.752693, 244, 12, 25, -19, -81, -6, -73, -2, 701, 454
1486636469.7620242, -102, 29, 8, -17, -97, -9, -70, -15, 701, 454
1486636469.7632046, -2, 1, 17, -3, 144, 0, -73, -4, 701, 454
1486636469.764273, 107, -22, 25, 14, 288, -5, -85, 2, 701, 454
1486636469.7687666, 96, -8, 36, 16, 131, -6, -61, 7, 701, 454
1486636469.7690616, -25, 26, 8, -28, -106, -7, -60, -13, 701, 454
1486636469.7703068, -93, 21, 11, -24, -92, -11, -74, -13, 701, 454
1486636469.7845707, 1, 0, 35, 14, 192, 3, -74, 4, 786, 895
1486636469.786824, 115, -24, 52, 26, 276, 6, -69, 23, 786, 895
1486636469.7883358, 91, 7, 25, 14, 163, -5, -72, 4, 786, 895
1486636469.7995944, -49, 25, 20, -15, -148, -8, -59, -16, 786, 895
1486636469.8012593, -86, 21, 22, -10, -41, -9, -69, -9, 786, 895
1486636469.8013463, 2, -13, 36, 11, 212, 0, -73, -4, 786, 895
1486636469.806382, 126, -20, 35, 20, 278, -1, -75, 11, 786, 895
1486636469.807655, 64, 10, 33, 6, 76, 4, -57, 3, 786, 895
1486636469.8134406, -65, 19, 21, -17, -153, -9, -62, -11, 786, 895
1486636469.8221443, -77, 15, 20, -8, 13, -7, -73, -14, 786, 895
1486636469.822212, 27, -15, 34, 16, 242, -6, -83, -2, 786, 895
1486636469.8230855, 134, -9, 57, 19, 266, -7, -71, 11, 786, 895
1486636469.836171, 45, 6, 26, 12, 46, 0, -62, 8, 786, 895
1486636469.8371925, -67, 30, 17, -22, -146, -8, -68, -8, 786, 895
1486636469.8407638, -76, 4, 24, -13, 24, -1, -71, -3, 786, 895
1486636469.8436728, 55, -15, 33, 8, 248, 5, -72, 14, 786, 895
1486636469.8446913, 122, -29, 40, 16, 243, 2, -67, 16, 786, 895
1486636469.845939, 28, -1, 26, -11, 250, 4, -57, 3, 786, 895
1486636469.8586347, -71, 38, 18, -18, -136, -5, -60, -10, 786, 895
1486636469.8596175, -48, 13, 20, 0, 37, -7, -75, -6, 786, 895
1486636469.859971, 78, -22, 29, 8, 289, -6, -82, -253, 786, 895
1486636469.8739052, 121, -19, 35, 14, 236, 7, -66, 10, 786, 895
1486636469.8743405, 32, 11, 26, -16, -51, 1, -52, 1, 786, 895
1486636469.8750443, -87, 28, 8, -19, -103, -5, -62, -4, 786, 895
1486636469.8811712, -45, -8, 17, -4, 88, -6, -70, 11, 786, 895
1486636469.8821394, 87, -22, 37, 8, 308, 2, -68, 28, 786, 895
1486636469.884175, 109, -7, 44, 7, 199, 2, -57, 23, 786, 895
1486636469.8961763, 21, 13, 27, -7, -71, 0, -52, 4, 786, 895
1486636469.8970428, -84, 30, 26, -11, -83, -11, -66, -9, 786, 895
1486636469.8976748, -26, 0, 33, -1, 96, -3, -72, -1, 786, 895
1486636469.918627, 99, -17, 46, 21, 323, -4, -75, 12, 786, 895
1486636469.9192064, 110, -11, 42, 19, 154, -6, -67, 13, 786, 895
1486636469.9203835, 5, 23, 25, -16, -102, 1, -52, 1, 786, 895
1486636469.9238274, -97, 19, 14, -27, -97, -4, -54, -1, 786, 895
1486636469.9263082, -4, 1, 27, -5, 144, -6, -67, 11, 786, 895
1486636469.9272652, 100, -24, 46, 16, 318, 1, -68, 28, 786, 895
1486636469.9335885, 104, 8, 36, 9, 128, 3, -48, 20, 786, 895
1486636469.9346142, -33, 28, 25, -11, -113, -2, -44, 6, 786, 895
1486636469.9362063, -78, 28, 22, -19, -65, -6, -53, 0, 786, 895
1486636469.9485896, -7, -6, 30, 7, 186, 0, -63, 14, 786, 895
1486636469.9496324, 120, -14, 36, 18, 311, 2, -61, 28, 786, 895
1486636469.9502568, 85, -2, 33, 5, 111, -1, -53, 20, 786, 895
1486636469.956144, -42, 27, 13, -13, -134, -14, -57, -3, 786, 895
1486636469.9571414, -80, 18, 18, -21, -29, -7, -56, 7, 786, 895
1486636469.9576483, 4, -6, 27, 5, 237, -3, -62, 24, 786, 895
1486636469.9711728, 117, -22, 47, 27, 299, -3, -60, 28, 786, 895
1486636469.9721298, 72, -2, 26, 11, 113, -5, -49, 22, 786, 895
1486636469.9738405, -53, 31, 11, -16, -129, -4, -44, 6, 786, 895
1486636469.9860916, -71, 15, 17, -8, 20, -10, -64, 0, 786, 895
1486636469.9864023, 26, -7, 39, 4, 216, -3, -67, 12, 786, 895
1486636469.9877796, 138, -17, 35, 22, 272, -3, -65, 16, 786, 895
1486636469.9888906, 85, -2, 33, 5, 111, -1, -53, 20, 786, 895
1486636469.993624, -73, 27, 12, -21, -144, -12, -53, -4, 786, 895
1486636469.9945972, -71, 9, 16, -14, 34, -5, -68, 0, 786, 895
1486636469.9964733, 48, -6, 27, 5, 237, -3, -62, 24, 786, 895
1486636470.0089684, 127, -22, 37, 19, 277, -6, -77, 7, 786, 895
1486636470.009957, 42, 4, 26, 6, 45, -10, -74, 4, 786, 895
1486636470.0102496, -57, 39, 11, -16, -129, -4, -52, 6, 786, 895
1486636470.0237117, -63, 14, 27, 9, 109, 16, -98, 14, 786, 895
1486636470.024662, 65, -28, 38, 11, 342, 15, -117, 17, 786, 895
1486636470.0266864, 134, -10, 35, 22, 272, -3, -65, 16, 786, 895
1486636470.0313537, 29, 9, 18, -11, 41, 29, -108, 16, 786, 895
1486636470.0318775, -79, 25, 3, -12, -19, 14, -128, 1, 786, 895
1486636470.033549, -49, -3, 21, -2, 34, -5, -68, 0, 786, 895
1486636470.0461314, 89, -17, 33, 22, 402, 24, -146, 26, 786, 895
1486636470.0465386, 128, -4, 38, 19, 320, 32, -132, 25, 786, 895
1486636470.0544784, 35, 17, 12, -6, 45, -10, -74, 4, 786, 895
1486636470.0613356, -83, 27, 10, -14, 43, 19, -130, 6, 786, 895
1486636470.0618572, -28, -6, 12, -5, 200, 25, -133, 20, 786, 895
1486636470.0626416, 97, -24, 40, 26, 425, 30, -136, 17, 786, 895
1486636470.0686793, 116, -10, 33, 18, 291, 35, -126, 36, 786, 895
1486636470.0697155, 14, 15, 19, -10, 67, 33, -123, 13, 786, 895
1486636470.073293, -87, 26, 11, -10, 47, 27, -135, -1, 786, 895
1486636470.0911505, -10, -4, 32, -6, 251, 22, -145, 7, 786, 895
